ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1660041	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7	-3.426	8.167
ILMN_1660043	UBXN11	UBX domain protein 11	-0.289	2.158
ILMN_1660079	RNF44	ring finger protein 44	0.47	5.042
ILMN_1660086	MYH11	myosin heavy chain 11	-3.319	12.697
ILMN_1660111	UCHL3	ubiquitin C-terminal hydrolase L3	1.129	14.003
ILMN_1660113	CDH7	cadherin 7	-0.343	2.585
ILMN_1660114	MMRN1	multimerin 1	-1.601	16.261
ILMN_1660125	SFMBT2	Scm-like with four mbt domains 2	-0.706	6.99
ILMN_1660126	ARR3	arrestin 3	-0.535	5.304
ILMN_1660144	TCF20	transcription factor 20	-0.229	1.969
ILMN_1660176	ZNF582	zinc finger protein 582	-0.407	4.686
ILMN_1660179	MATR3	matrin 3	-0.255	1.99
ILMN_1660186	SYF2	SYF2 pre-mRNA splicing factor	-0.334	4.624
ILMN_1660195	IFNA5	interferon alpha 5	-0.339	2.522
ILMN_1660199	ACAA2	acetyl-CoA acyltransferase 2	-1.542	11.923
ILMN_1660203			-0.302	2.356
ILMN_1660217	HCRTR1	hypocretin receptor 1	-0.364	3.179
ILMN_1660222	MTBP	MDM2 binding protein	0.66	6.788
ILMN_1660223	CREBL2	cAMP responsive element binding protein like 2	-0.452	6.808
ILMN_1660232	PEX5	peroxisomal biogenesis factor 5	0.604	8.887
ILMN_1660236	PKD2	polycystin 2, transient receptor potential cation channel	-0.371	1.907
ILMN_1660248	WTAP	Wilms tumor 1 associated protein	-0.316	3.268
ILMN_1660250	SLC16A11	solute carrier family 16 member 11	-0.342	2.833
ILMN_1660270	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	0.349	3.144
ILMN_1660275	LDAH	lipid droplet associated hydrolase	0.234	2.798
ILMN_1660282	POPDC2	popeye domain containing 2	-1.607	8.898
ILMN_1660283	H2BFWT	H2B histone family member W, testis specific	-0.235	1.444
ILMN_1660292	MRPS21	mitochondrial ribosomal protein S21	0.399	1.483
ILMN_1660298	TMEM121	transmembrane protein 121	-0.334	3.086
ILMN_1660305	PDE12	phosphodiesterase 12	0.362	5.54
ILMN_1660306	ITGA8	integrin subunit alpha 8	-1.44	13.199
ILMN_1660315	SPN	sialophorin	-0.343	2.684
ILMN_1660317	LEFTY1	left-right determination factor 1	0.82	1.438
ILMN_1660321	CDH24	cadherin 24	-0.33	2.883
ILMN_1660356	PPP4R4	protein phosphatase 4 regulatory subunit 4	-0.33	2.69
ILMN_1660360	NPY2R	neuropeptide Y receptor Y2	-0.342	2.672
ILMN_1660364	CYTH4	cytohesin 4	-0.89	5.079
ILMN_1660368	TRRAP	transformation/transcription domain associated protein	0.622	8.771
ILMN_1660379			-0.201	1.738
ILMN_1660403			-0.34	2.818
ILMN_1660413	SGK2	SGK2, serine/threonine kinase 2	-0.697	7.908
ILMN_1660424			-0.32	2.446
ILMN_1660426	CPSF4	cleavage and polyadenylation specific factor 4	0.575	7.12
ILMN_1660433	ARID1B	AT-rich interaction domain 1B	-0.291	2.093
ILMN_1660436	HSPA1B	heat shock protein family A (Hsp70) member 1B	0.496	1.841
ILMN_1660440	ABHD17B	abhydrolase domain containing 17B	-0.335	3.307
ILMN_1660446	BTNL3	butyrophilin like 3	-1.321	11.583
ILMN_1660451			-0.737	7.165
ILMN_1660462	MCOLN2	mucolipin 2	-1.973	9.443
ILMN_1660467	ECEL1	endothelin converting enzyme like 1	-0.318	2.672
ILMN_1660519	C3orf70	chromosome 3 open reading frame 70	-1.192	6.624
ILMN_1660525	FGF22	fibroblast growth factor 22	-0.309	2.288
ILMN_1660533	RPN1	ribophorin I	0.441	5.468
ILMN_1660536	USP50	ubiquitin specific peptidase 50	-0.35	2.982
ILMN_1660544	ARRDC4	arrestin domain containing 4	-1.089	9.991
ILMN_1660549	WLS	wntless Wnt ligand secretion mediator	-0.862	8.982
ILMN_1660551	CRAMP1	cramped chromatin regulator homolog 1	0.338	5.03
ILMN_1660552	BMP5	bone morphogenetic protein 5	-1.345	15.042
ILMN_1660559	WDR5B	WD repeat domain 5B	-0.346	3.665
ILMN_1660567	CRLF1	cytokine receptor like factor 1	-0.449	5.213
ILMN_1660568			-0.43	3.579
ILMN_1660579	CRLF3	cytokine receptor like factor 3	-0.263	2.657
ILMN_1660582	LIG3	DNA ligase 3	0.532	7.04
ILMN_1660585	C15orf40	chromosome 15 open reading frame 40	-0.298	3.698
ILMN_1660611	PATZ1	POZ/BTB and AT hook containing zinc finger 1	-0.357	2.901
ILMN_1660624	LIMK2	LIM domain kinase 2	0.46	4.207
ILMN_1660633	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2	-0.23	1.543
ILMN_1660635	LACTB2	lactamase beta 2	0.864	8.207
ILMN_1660636	WWOX	WW domain containing oxidoreductase	-0.305	1.813
ILMN_1660639	TSHR	thyroid stimulating hormone receptor	-0.368	3.511
ILMN_1660654	CDCA2	cell division cycle associated 2	0.82	7.424
ILMN_1660661	TCP1	t-complex 1	0.403	1.661
ILMN_1660686	OR8H2	olfactory receptor family 8 subfamily H member 2	-0.375	3.119
ILMN_1660693	SYN1	synapsin I	-0.317	2.471
ILMN_1660718	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	-0.275	1.903
ILMN_1660721	STX1B	syntaxin 1B	-0.345	2.831
ILMN_1660723	RDH13	retinol dehydrogenase 13	-0.211	1.412
ILMN_1660727	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	0.31	1.757
ILMN_1660729	ATP6V1C2	ATPase H+ transporting V1 subunit C2	0.592	3.495
ILMN_1660730	SLC7A3	solute carrier family 7 member 3	-0.357	3.633
ILMN_1660732	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	-1.537	13.258
ILMN_1660741	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	-0.36	3.418
ILMN_1660749	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4	0.409	1.918
ILMN_1660786	HIPK1	homeodomain interacting protein kinase 1	-0.318	2.517
ILMN_1660793	PAQR4	progestin and adipoQ receptor family member 4	1.879	22.024
ILMN_1660806	CSRP2	cysteine and glycine rich protein 2	-0.597	3.999
ILMN_1660808	WFDC1	WAP four-disulfide core domain 1	-1.28	8.603
ILMN_1660815	CAB39L	calcium binding protein 39 like	-0.343	2.905
ILMN_1660816	P2RX2	purinergic receptor P2X 2	-0.336	2.817
ILMN_1660817	DDB2	damage specific DNA binding protein 2	-0.226	1.622
ILMN_1660840	DESI2	desumoylating isopeptidase 2	0.268	2.131
ILMN_1660841			-1.835	14.856
ILMN_1660844	INTS4	integrator complex subunit 4	0.349	4.547
ILMN_1660854	AMPD3	adenosine monophosphate deaminase 3	-0.329	2.542
ILMN_1660856	ALG11	ALG11, alpha-1,2-mannosyltransferase	0.19	1.683
ILMN_1660858	RIN1	Ras and Rab interactor 1	0.33	2.269
ILMN_1660864			0.539	5.285
ILMN_1660868	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	-0.229	1.994
ILMN_1660871	NEK6	NIMA related kinase 6	0.675	5.577
ILMN_1660879			-0.33	2.656
ILMN_1660882	CHRM4	cholinergic receptor muscarinic 4	-0.335	2.804
ILMN_1660886	ELK4	ELK4, ETS transcription factor	-0.255	1.844
ILMN_1660890	ACADL	acyl-CoA dehydrogenase, long chain	-0.416	3.903
ILMN_1660907	PTPRE	protein tyrosine phosphatase, receptor type E	-0.334	2.936
ILMN_1660933	DCAF1	DDB1 and CUL4 associated factor 1	-0.258	2.601
ILMN_1660938	TOE1	target of EGR1, member 1 (nuclear)	-0.331	4.659
ILMN_1660963	CCIN	calicin	-0.34	2.747
ILMN_1660964			-0.456	4.806
ILMN_1660970	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	-0.321	2.604
ILMN_1660971	GTDC1	glycosyltransferase like domain containing 1	-0.335	2.492
ILMN_1660973	GAD1	glutamate decarboxylase 1	0.529	2.734
ILMN_1660978	OR11G2	olfactory receptor family 11 subfamily G member 2	-0.311	2.997
ILMN_1661000	RPS6KC1	ribosomal protein S6 kinase C1	-0.214	2.231
ILMN_1661002	RFWD2	ring finger and WD repeat domain 2	0.328	3.302
ILMN_1661003	TREH	trehalase	-0.421	3.826
ILMN_1661004	LINC00905	long intergenic non-protein coding RNA 905	-0.376	2.936
ILMN_1661010			-0.412	3.641
ILMN_1661051	WBP11	WW domain binding protein 11	-0.218	1.77
ILMN_1661083	NFATC2	nuclear factor of activated T-cells 2	-0.35	2.844
ILMN_1661109	ATF3	activating transcription factor 3	-0.37	2.998
ILMN_1661111	MORC2	MORC family CW-type zinc finger 2	0.882	12.528
ILMN_1661112	ARPP21	cAMP regulated phosphoprotein 21	-0.342	2.871
ILMN_1661113	GH2	growth hormone 2	-0.33	2.829
ILMN_1661129	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	-0.322	2.852
ILMN_1661137	SH3RF2	SH3 domain containing ring finger 2	0.339	1.595
ILMN_1661143	TSHR	thyroid stimulating hormone receptor	-0.359	3.081
ILMN_1661161	SIAH1	siah E3 ubiquitin protein ligase 1	-0.306	2.601
ILMN_1661170	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	-0.249	1.659
ILMN_1661173	TRIP4	thyroid hormone receptor interactor 4	-0.26	3.067
ILMN_1661178	NR4A1	nuclear receptor subfamily 4 group A member 1	-0.338	3.084
ILMN_1661188	HIPK1	homeodomain interacting protein kinase 1	-0.326	2.4
ILMN_1661219			-0.299	3.457
ILMN_1661248	S1PR5	sphingosine-1-phosphate receptor 5	-0.326	2.734
ILMN_1661251	SPAM1	sperm adhesion molecule 1	-0.331	2.62
ILMN_1661264	SHMT2	serine hydroxymethyltransferase 2	1.597	17.429
ILMN_1661266	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	-1.022	4.117
ILMN_1661293	ZNF224	zinc finger protein 224	-0.51	7.596
ILMN_1661309	XKR4	XK related 4	-1.664	20.363
ILMN_1661314	KLHDC7B	kelch domain containing 7B	-0.331	2.479
ILMN_1661332			-0.324	2.533
ILMN_1661335	SPTBN1	spectrin beta, non-erythrocytic 1	-0.741	6.416
ILMN_1661337	SRM	spermidine synthase	1.089	10.844
ILMN_1661342	SEPT6	septin 6	-0.863	11.221
ILMN_1661347	IMP4	IMP4 homolog, U3 small nucleolar ribonucleoprotein	0.674	9.996
ILMN_1661351	ELP5	elongator acetyltransferase complex subunit 5	-0.335	2.998
ILMN_1661355	CHRND	cholinergic receptor nicotinic delta subunit	-0.362	3.239
ILMN_1661359	CXorf65	chromosome X open reading frame 65	-0.431	3.98
ILMN_1661363			-0.316	2.955
ILMN_1661372	AJUBA	ajuba LIM protein	-0.303	2.392
ILMN_1661376	GRIK2	glutamate ionotropic receptor kainate type subunit 2	-0.307	2.352
ILMN_1661381	AKAP4	A-kinase anchoring protein 4	-0.346	2.728
ILMN_1661409	FAM208A	family with sequence similarity 208 member A	-0.421	5.136
ILMN_1661417	MAGED2	MAGE family member D2	-0.338	3.855
ILMN_1661443	GRAMD2	GRAM domain containing 2	0.443	2.274
ILMN_1661454	DGKA	diacylglycerol kinase alpha	-0.388	3.489
ILMN_1661458	ARF1	ADP ribosylation factor 1	-0.326	2.736
ILMN_1661476	TAC4	tachykinin 4 (hemokinin)	-0.362	2.969
ILMN_1661479	FBXW2	F-box and WD repeat domain containing 2	-0.322	3.079
ILMN_1661485	RBM34	RNA binding motif protein 34	0.523	5.364
ILMN_1661486	DMRTC1	DMRT like family C1	-0.349	4.773
ILMN_1661488	TPST2	tyrosylprotein sulfotransferase 2	-0.318	2.673
ILMN_1661490	PFDN6	prefoldin subunit 6	0.702	9.94
ILMN_1661491	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	-0.53	6.007
ILMN_1661500	B4GALT4	beta-1,4-galactosyltransferase 4	-0.507	4.716
ILMN_1661516			-0.433	4.923
ILMN_1661519	KIAA0408	KIAA0408	-0.747	5.293
ILMN_1661537	LEPROT	leptin receptor overlapping transcript	-0.423	5.503
ILMN_1661544	DGKA	diacylglycerol kinase alpha	-0.314	2.663
ILMN_1661550			-0.463	3.596
ILMN_1661572	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	-0.336	2.909
ILMN_1661574	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	-0.6	3.638
ILMN_1661577	MAFA	MAF bZIP transcription factor A	-0.349	2.879
ILMN_1661581	IFI27	interferon alpha inducible protein 27	-0.792	3.589
ILMN_1661591	FCRL6	Fc receptor like 6	-0.387	6.039
ILMN_1661594	C2orf42	chromosome 2 open reading frame 42	-0.234	3.012
ILMN_1661595	C1orf53	chromosome 1 open reading frame 53	0.667	7.19
ILMN_1661596	FLVCR1	feline leukemia virus subgroup C cellular receptor 1	0.214	1.481
ILMN_1661599	DDIT4	DNA damage inducible transcript 4	1.389	9.767
ILMN_1661605	CSTF1	cleavage stimulation factor subunit 1	-0.33	3.245
ILMN_1661614	ITGB3	integrin subunit beta 3	-0.331	3.7
ILMN_1661616	FSHR	follicle stimulating hormone receptor	-0.336	2.743
ILMN_1661618	C20orf85	chromosome 20 open reading frame 85	-0.298	2.034
ILMN_1661622	TBC1D7	TBC1 domain family member 7	0.413	2.867
ILMN_1661624	ARSD	arylsulfatase D	-0.263	2.039
ILMN_1661627	LZIC	leucine zipper and CTNNBIP1 domain containing	-0.206	1.98
ILMN_1661636	ZMYM2	zinc finger MYM-type containing 2	0.565	7.722
ILMN_1661637	TRPM8	transient receptor potential cation channel subfamily M member 8	-0.293	2.132
ILMN_1661641	SORBS3	sorbin and SH3 domain containing 3	-0.338	2.807
ILMN_1661646	BANK1	B-cell scaffold protein with ankyrin repeats 1	-0.955	5.656
ILMN_1661658	SNAI3	snail family transcriptional repressor 3	-0.886	11.223
ILMN_1661674	VCL	vinculin	-0.909	9.105
ILMN_1661683	THRA	thyroid hormone receptor, alpha	-0.356	3.544
ILMN_1661687	IL21R	interleukin 21 receptor	-0.363	4.177
ILMN_1661689	OTUD7B	OTU deubiquitinase 7B	-0.362	5.27
ILMN_1661703	G6PC2	glucose-6-phosphatase catalytic subunit 2	-0.339	2.78
ILMN_1661717	TFDP1	transcription factor Dp-1	1.36	14.603
ILMN_1661735	NATD1	N-acetyltransferase domain containing 1	-0.319	2.395
ILMN_1661770	KDM4C	lysine demethylase 4C	-0.248	2.933
ILMN_1661776	CENPJ	centromere protein J	0.516	4.372
ILMN_1661777	NR3C2	nuclear receptor subfamily 3 group C member 2	-2.003	18.315
ILMN_1661788	WNT5B	Wnt family member 5B	-0.386	3.507
ILMN_1661802	RAPGEF4	Rap guanine nucleotide exchange factor 4	-0.195	1.768
ILMN_1661804	CTF1	cardiotrophin 1	-0.475	4.833
ILMN_1661806	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	-0.319	2.709
ILMN_1661809	PRRG4	proline rich and Gla domain 4	-0.414	4.783
ILMN_1661825	TNFRSF6B	TNF receptor superfamily member 6b	0.393	1.734
ILMN_1661833	ANKRD12	ankyrin repeat domain 12	-0.912	13.228
ILMN_1661839	OR52A5	olfactory receptor family 52 subfamily A member 5	-0.339	2.852
ILMN_1661857	ERBB4	erb-b2 receptor tyrosine kinase 4	-0.353	2.912
ILMN_1661861	CSF2	colony stimulating factor 2	0.511	2.232
ILMN_1661862	OTOA	otoancorin	-0.366	3.094
ILMN_1661875	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	-1.134	12.061
ILMN_1661886	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	1.203	15.239
ILMN_1661888	MEF2A	myocyte enhancer factor 2A	-0.318	3.77
ILMN_1661903	CYLC2	cylicin 2	-0.356	2.91
ILMN_1661905	CD163L1	CD163 molecule like 1	-2.088	17.806
ILMN_1661929			-0.326	2.563
ILMN_1661945	SLIRP	SRA stem-loop interacting RNA binding protein	0.646	7.206
ILMN_1661954			-0.385	3.291
ILMN_1661958	MANBAL	mannosidase beta like	-0.368	3.007
ILMN_1661966			-0.348	2.747
ILMN_1661971	ARHGAP25	Rho GTPase activating protein 25	-0.394	3.947
ILMN_1661989	TEKT4	tektin 4	-0.32	2.512
ILMN_1662000			-0.377	3.145
ILMN_1662010	DLK2	delta like non-canonical Notch ligand 2	-0.338	3.292
ILMN_1662016	SCRN2	secernin 2	-0.286	2.815
ILMN_1662019	SNRPN	small nuclear ribonucleoprotein polypeptide N	-0.365	2.886
ILMN_1662021	ZNF326	zinc finger protein 326	-0.392	4.347
ILMN_1662023	KLF7	Kruppel like factor 7	-0.326	3.482
ILMN_1662026	BTK	Bruton tyrosine kinase	-1.161	11.113
ILMN_1662037	TRPV4	transient receptor potential cation channel subfamily V member 4	-0.339	3.109
ILMN_1662038	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	-1.367	16.558
ILMN_1662065	WDR92	WD repeat domain 92	0.412	6.309
ILMN_1662070	HTR3A	5-hydroxytryptamine receptor 3A	-0.503	5.689
ILMN_1662081	KRTAP3-3	keratin associated protein 3-3	-0.326	2.189
ILMN_1662086	GUCA1A	guanylate cyclase activator 1A	-0.279	2.322
ILMN_1662091	MROH5	maestro heat like repeat family member 5	-0.35	2.87
ILMN_1662092	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	-0.272	2.412
ILMN_1662123			-0.337	2.531
ILMN_1662126	MATN4	matrilin 4	-0.341	2.826
ILMN_1662128	ISY1	ISY1 splicing factor homolog	-0.253	2.454
ILMN_1662129	RCN2	reticulocalbin 2	1.027	14.312
ILMN_1662130			0.573	9.229
ILMN_1662140	SGPP2	sphingosine-1-phosphate phosphatase 2	-0.333	2.916
ILMN_1662144	CHKB	choline kinase beta	-0.336	2.804
ILMN_1662147	MANEAL	mannosidase endo-alpha like	0.41	3.471
ILMN_1662151	CDY1	chromodomain Y-linked 1	-0.325	2.972
ILMN_1662154	SLC22A12	solute carrier family 22 member 12	-0.325	2.481
ILMN_1662155	PRKCZ	protein kinase C zeta	-0.332	2.405
ILMN_1662161	TBC1D13	TBC1 domain family member 13	-0.274	3.246
ILMN_1662166	PTK7	protein tyrosine kinase 7 (inactive)	0.479	2.205
ILMN_1662168	SP3	Sp3 transcription factor	-0.321	2.57
ILMN_1662169	RPL36	ribosomal protein L36	0.352	3.664
ILMN_1662174	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	-0.329	3.645
ILMN_1662181	FGFR1OP	FGFR1 oncogene partner	0.324	4.037
ILMN_1662184	C5orf34	chromosome 5 open reading frame 34	0.58	8.138
ILMN_1662198	RANGAP1	Ran GTPase activating protein 1	1.15	13.386
ILMN_1662232	DCTN2	dynactin subunit 2	-0.318	5.149
ILMN_1662256	PARP6	poly(ADP-ribose) polymerase family member 6	-0.337	2.921
ILMN_1662263	MDP1	magnesium dependent phosphatase 1	-0.223	2.818
ILMN_1662280	CERS1	ceramide synthase 1	-0.357	2.949
ILMN_1662293	MORF4L1	mortality factor 4 like 1	-0.335	3.016
ILMN_1662302	IFNL2	interferon lambda 2	-0.321	2.394
ILMN_1662318	CCDC59	coiled-coil domain containing 59	0.971	15.063
ILMN_1662322	ANXA7	annexin A7	-0.352	2.724
ILMN_1662331	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	-0.224	1.676
ILMN_1662334	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	1.016	12.974
ILMN_1662340	ZNF358	zinc finger protein 358	-0.473	4.663
ILMN_1662351	PLA2G4D	phospholipase A2 group IVD	-0.354	2.837
ILMN_1662359	HIST1H4K	histone cluster 1, H4k	-0.409	2.655
ILMN_1662362	LGR6	leucine rich repeat containing G protein-coupled receptor 6	-0.345	3.011
ILMN_1662364	AARS	alanyl-tRNA synthetase	0.808	10.607
ILMN_1662378	GFRA4	GDNF family receptor alpha 4	-0.362	3.443
ILMN_1662379	EPOR	erythropoietin receptor	-0.218	1.822
ILMN_1662383	ZRANB2	zinc finger RANBP2-type containing 2	-0.525	5.068
ILMN_1662390	ASPHD1	aspartate beta-hydroxylase domain containing 1	0.667	4.656
ILMN_1662400	CTAG1B	cancer/testis antigen 1B	-0.296	2.547
ILMN_1662417	LRPPRC	leucine rich pentatricopeptide repeat containing	0.774	8.71
ILMN_1662419	COX7A1	cytochrome c oxidase subunit 7A1	-1.618	9.747
ILMN_1662426	AP2S1	adaptor related protein complex 2 sigma 1 subunit	0.306	2.548
ILMN_1662432	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	-0.319	2.754
ILMN_1662451	FCER2	Fc fragment of IgE receptor II	-0.819	7.818
ILMN_1662458	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	-0.675	10.851
ILMN_1662463	COMMD5	COMM domain containing 5	-0.262	2.096
ILMN_1662470	C10orf35	chromosome 10 open reading frame 35	1.039	13.103
ILMN_1662481	HTN1	histatin 1	-0.34	2.798
ILMN_1662482	PLPPR4	phospholipid phosphatase related 4	-0.253	1.838
ILMN_1662484	CLDN18	claudin 18	-0.308	2.322
ILMN_1662488	MED23	mediator complex subunit 23	-0.384	4.302
ILMN_1662489	UGT3A1	UDP glycosyltransferase family 3 member A1	-0.31	2.274
ILMN_1662490			-0.254	1.895
ILMN_1662492	GDNF	glial cell derived neurotrophic factor	-0.35	3.165
ILMN_1662506			-0.378	3.633
ILMN_1662507	AKR1C1	aldo-keto reductase family 1 member C1	-0.348	2.844
ILMN_1662556	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	-0.304	2.748
ILMN_1662578	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	0.638	6.544
ILMN_1662587	PNPLA7	patatin like phospholipase domain containing 7	-1.672	14.132
ILMN_1662590	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	-0.366	3.206
ILMN_1662598			-0.319	2.656
ILMN_1662617	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	-0.283	2.286
ILMN_1662619	TFPI	tissue factor pathway inhibitor	-0.311	1.428
ILMN_1662626	ITGB7	integrin subunit beta 7	-1.23	12.258
ILMN_1662635	ITGB6	integrin subunit beta 6	-0.376	3.237
ILMN_1662648			-0.334	3.34
ILMN_1662658	PUS1	pseudouridylate synthase 1	1.754	22.469
ILMN_1662668	APC	APC, WNT signaling pathway regulator	-0.348	3.652
ILMN_1662675	ADAM2	ADAM metallopeptidase domain 2	-0.336	2.928
ILMN_1662681	AMBRA1	autophagy and beclin 1 regulator 1	-0.223	1.727
ILMN_1662686	USPL1	ubiquitin specific peptidase like 1	0.602	7.005
ILMN_1662687	PKN1	protein kinase N1	-0.34	3
ILMN_1662707	SEC24B	SEC24 homolog B, COPII coat complex component	-0.318	2.963
ILMN_1662709	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	-0.29	2.651
ILMN_1662719	GPBP1L1	GC-rich promoter binding protein 1 like 1	-0.363	3.822
ILMN_1662731			-0.632	6.41
ILMN_1662734	OTOP3	otopetrin 3	-0.668	7.266
ILMN_1662735	OR5K2	olfactory receptor family 5 subfamily K member 2	-0.331	2.48
ILMN_1662738	ACSM3	acyl-CoA synthetase medium-chain family member 3	0.447	2.927
ILMN_1662747	EVI2A	ecotropic viral integration site 2A	-0.364	2.996
ILMN_1662752			-0.361	2.967
ILMN_1662771	PCDHGA12	protocadherin gamma subfamily A, 12	-0.348	2.919
ILMN_1662776	GPX2	glutathione peroxidase 2	1.034	4.496
ILMN_1662777	ZNF208	zinc finger protein 208	-0.33	2.499
ILMN_1662791			-0.349	3.253
ILMN_1662795	CA2	carbonic anhydrase 2	-3.354	12.599
ILMN_1662799	GPSM3	G-protein signaling modulator 3	-0.747	5.748
ILMN_1662800			-0.358	4.428
ILMN_1662801	ZMYM3	zinc finger MYM-type containing 3	-0.344	2.694
ILMN_1662809			-0.294	2.233
ILMN_1662824	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	-0.578	6.249
ILMN_1662837	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	-0.371	3.384
ILMN_1662843	CD53	CD53 molecule	-0.721	5.253
ILMN_1662845	NBPF11	neuroblastoma breakpoint family member 11	-0.34	2.829
ILMN_1662848	TXNDC15	thioredoxin domain containing 15	-0.388	5.492
ILMN_1662852	IQCK	IQ motif containing K	0.24	2.395
ILMN_1662865	CPPED1	calcineurin like phosphoesterase domain containing 1	-0.519	6.604
ILMN_1662878	MZB1	marginal zone B and B1 cell specific protein	-1.654	13.928
ILMN_1662880			-0.339	2.876
ILMN_1662884	TSLP	thymic stromal lymphopoietin	-0.325	2.595
ILMN_1662886	KLHL34	kelch like family member 34	-0.937	8.651
ILMN_1662887	GDF6	growth differentiation factor 6	-0.445	4.9
ILMN_1662888	PDLIM4	PDZ and LIM domain 4	-0.526	5.325
ILMN_1662895	APOPT1	apoptogenic 1, mitochondrial	-0.545	5.81
ILMN_1662896	WDR11	WD repeat domain 11	0.273	2.14
ILMN_1662897	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	-0.264	2.119
ILMN_1662902	ANKRD13D	ankyrin repeat domain 13D	-0.297	2.168
ILMN_1662905	NME2	NME/NM23 nucleoside diphosphate kinase 2	1.395	14.866
