"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"15215","ILMN_1808458",0.911172021633333,0.10289218055,11.3404381398773,2.99189631063308e-17,1.39145131562021e-15,28.8681373216828,"CPSF3","cleavage and polyadenylation specific factor 3"
"8585","ILMN_1734007",-1.68405303666667,0.0351222706666667,-11.335716033831,3.04777027957688e-17,1.41447146196932e-15,28.8497454928767,"GRAMD2B","GRAM domain containing 2B"
"6759","ILMN_1715612",-3.0878252418,0.790295188666667,-11.330146842941,3.11501995400092e-17,1.44266393861287e-15,28.8280511462791,"OTOP2","otopetrin 2"
"12921","ILMN_1781680",0.878466287066666,0.121103478666667,11.327319248553,3.14973417365288e-17,1.45570214392324e-15,28.817035123773,"DAP3","death associated protein 3"
"8011","ILMN_1728011",-0.883095423733333,0.0399948904,-11.3175653176802,3.2725014780367e-17,1.50616541055531e-15,28.7790278198315,"NLGN4X","neuroligin 4 X-linked"
"10166","ILMN_1750790",-1.19551353876667,0.05245122795,-11.3178958096584,3.26826389434487e-17,1.50616541055531e-15,28.7803157963817,"GSTM5","glutathione S-transferase mu 5"
"10384","ILMN_1753183",1.24695874896667,0.0220476908166667,11.3166194980002,3.28465943359808e-17,1.50863115683105e-15,28.775341750894,"CDCA4","cell division cycle associated 4"
"6381","ILMN_1711608",-1.17059619063333,-0.0866247200166667,-11.3141711678415,3.31634304591753e-17,1.52003624236848e-15,28.7657995939517,"SSBP2","single stranded DNA binding protein 2"
"5667","ILMN_1703718",0.924741973166666,0.0407622479166667,11.3101195310985,3.36945268691486e-17,1.54119460631999e-15,28.750007192849,"CCT7","chaperonin containing TCP1 subunit 7"
"8105","ILMN_1728972",1.21434160666667,-0.0766460562333333,11.3056838870182,3.42857902740848e-17,1.56501228691419e-15,28.7327158795781,"PIMREG","PICALM interacting mitotic regulator"
"3258","ILMN_1680196",1.93363860213333,0.2325651945,11.2818430051061,3.7647536718502e-17,1.71493419828182e-15,28.6397396455218,"LAPTM4B","lysosomal protein transmembrane 4 beta"
"4031","ILMN_1687864",1.11969528426667,0.0712959305333333,11.2723361724616,3.90789597477702e-17,1.77649107181257e-15,28.602646354971,"POP5","POP5 ribonuclease P/MRP subunit"
"5906","ILMN_1706511",-1.45723921066667,0.0725010076666667,-11.2663285821034,4.001165329736e-17,1.815170790897e-15,28.5792009760491,"TEF","TEF transcription factor, PAR bZIP family member"
"5371","ILMN_1700727",-1.47103616706667,0.0413987276333333,-11.2655563228327,4.01331639368937e-17,1.81696756893071e-15,28.5761868416432,"KLF6","KLF transcription factor 6"
"6407","ILMN_1711886",1.082913592,0.0109707198333333,11.2646647584604,4.02739089240011e-17,1.81962606022412e-15,28.5727069748134,"ALG3","ALG3 alpha-1,3- mannosyltransferase"
"2454","ILMN_1672591",-1.43795450166667,-0.117923059833333,-11.2495984815022,4.27289453436442e-17,1.92271586917526e-15,28.5138882155264,"SCN9A","sodium voltage-gated channel alpha subunit 9"
"5414","ILMN_1701243",1.1620813,0.197580987666667,11.2498538349044,4.2686104925731e-17,1.92271586917526e-15,28.5148853283001,"TWNK","twinkle mtDNA helicase"
"3590","ILMN_1683475",1.30795737433333,0.138898107166667,11.2414358051472,4.41214514118662e-17,1.98135683830129e-15,28.4820104522656,"TOMM40","translocase of outer mitochondrial membrane 40"
"13198","ILMN_1784863",-1.50895182446667,-0.112812040233333,-11.23995037403,4.43797310300812e-17,1.9889291983259e-15,28.4762085812653,"CD36","CD36 molecule (CD36 blood group)"
"14998","ILMN_1805842",-2.83811732993333,-0.129171980566667,-11.2332845899181,4.55576267242613e-17,2.03760159526414e-15,28.4501699780864,"FHL1","four and a half LIM domains 1"
"1676","ILMN_1665492",-1.06723447183333,0.0400936062833333,-11.229009461137,4.63295998693417e-17,2.06203858011641e-15,28.4334673851867,"SORCS1","sortilin related VPS10 domain containing receptor 1"
"2874","ILMN_1676548",1.26788478433333,0.3201419965,11.2292469972036,4.62863635776877e-17,2.06203858011641e-15,28.4343954737649,"BZW2","basic leucine zipper and W2 domains 2"
"6647","ILMN_1714433",1.66043579863333,0.131551450216667,11.2287171901736,4.63828548268162e-17,2.06203858011641e-15,28.4323254305793,"MARCKSL1","MARCKS like 1"
"95","ILMN_1651828",1.17423137033333,0.1128526824,11.2222687018799,4.7573656917477e-17,2.11074801011462e-15,28.4071276038307,"CCT3","chaperonin containing TCP1 subunit 3"
"3437","ILMN_1682099",-1.3437164785,-0.127459707416667,-11.2205296276114,4.79000409141308e-17,2.12098704119576e-15,28.4003312764982,"TNFAIP8L3","TNF alpha induced protein 8 like 3"
"3674","ILMN_1684217",1.6408242581,-0.00729103178333333,11.2178294515047,4.84112769380336e-17,2.13935411871183e-15,28.3897782779772,"AURKB","aurora kinase B"
"14178","ILMN_1796210",1.25320960796667,-0.0256739535166667,11.2165908975574,4.86476129144234e-17,2.14552414491763e-15,28.3849374101979,"PPRC1","PPARG related coactivator 1"
"14829","ILMN_1803624",1.0490199103,-0.0269384523166667,11.2115744850246,4.96167704421719e-17,2.18392546724036e-15,28.3653290880076,"TMEM147","transmembrane protein 147"
"7426","ILMN_1722244",-2.11150336166667,-0.0213019605,-11.2109899042257,4.97309677843335e-17,2.18461740460922e-15,28.3630438757095,"ZBTB16","zinc finger and BTB domain containing 16"
"309","ILMN_1653529",0.988735038433333,0.0483518265833333,11.2056067252749,5.07950905332975e-17,2.21818560706825e-15,28.3419984412141,"TEX10","testis expressed 10"
"2702","ILMN_1674817",-2.05154735933333,0.0743638518333333,-11.206121929224,5.06922625150426e-17,2.21818560706825e-15,28.3440127613466,"C1orf115","chromosome 1 open reading frame 115"
"7530","ILMN_1723222",0.992829829833333,0.16327772225,11.2056669868927,5.07830522554237e-17,2.21818560706825e-15,28.342234050781,"INTS13","integrator complex subunit 13"
"8853","ILMN_1737015",0.809847291166666,0.117714131516667,11.2013474606652,5.1653272588077e-17,2.2468160766547e-15,28.325344632725,"RPL39","ribosomal protein L39"
"12538","ILMN_1777584",0.979979960633333,0.237827491683333,11.2017371934581,5.1574143581378e-17,2.2468160766547e-15,28.3268685798718,"KARS1","lysyl-tRNA synthetase 1"
"7270","ILMN_1720637",-2.28027077526667,-0.413260464433333,-11.1999098055601,5.19462244435523e-17,2.25513707055923e-15,28.3197229154325,"EPB41L3","erythrocyte membrane protein band 4.1 like 3"
"3418","ILMN_1681846",-0.952690187466666,-0.0318275276,-11.1974383546307,5.24537502140113e-17,2.26626497699855e-15,28.3100581676306,"ZNF540","zinc finger protein 540"
"7648","ILMN_1724407",1.37992572253333,0.0248405127333333,11.1980337965778,5.23310181393751e-17,2.26626497699855e-15,28.3123867392064,"TACC3","transforming acidic coiled-coil containing protein 3"
"10676","ILMN_1756550",1.38180235343333,0.239956560716667,11.1968061103232,5.25843853372513e-17,2.26626497699855e-15,28.3075856311707,"NUP62CL","nucleoporin 62 C-terminal like"
"12762","ILMN_1779857",-1.99743031346667,-0.317856602933333,-11.1966766157541,5.26111820751107e-17,2.26626497699855e-15,28.3070792074343,"KLF4","KLF transcription factor 4"
"9649","ILMN_1745172",0.917398675266666,0.0492986821,11.1947672121886,5.30079016024983e-17,2.27892885494152e-15,28.2996117481301,"ILF2","interleukin enhancer binding factor 2"
"1675","ILMN_1665483",1.32838805296667,0.0607999329166667,11.1932452479027,5.33262793260974e-17,2.28818216744709e-15,28.2936592281817,"PUM3","pumilio RNA binding family member 3"
"3624","ILMN_1683859",1.45836078686667,0.0722272303,11.1894072284531,5.41377289350828e-17,2.31851617508857e-15,28.2786472899442,"SLC7A1","solute carrier family 7 member 1"
"1027","ILMN_1659990",1.74639883836667,0.422557516016667,11.1866036544005,5.47383221796541e-17,2.33972049948641e-15,28.2676804186226,"HILPDA","hypoxia inducible lipid droplet associated"
"12561","ILMN_1777882",-1.30715061196667,-0.24091951975,-11.181310172206,5.58906736182942e-17,2.38438212220815e-15,28.2469712689494,"ARHGAP15","Rho GTPase activating protein 15"
"4389","ILMN_1691290",1.88192876133333,0.464326236666667,11.1798190276064,5.62196737905385e-17,2.39381428669732e-15,28.2411370527198,"CELSR3","cadherin EGF LAG seven-pass G-type receptor 3"
"13268","ILMN_1785785",-0.861628847733333,-0.0397659617,-11.1765980648427,5.69370069975716e-17,2.41971372267074e-15,28.2285339468529,"NCOA1","nuclear receptor coactivator 1"
"1828","ILMN_1666733",3.54028007533333,0.447990206333333,11.1696595340753,5.8513748473126e-17,2.48196748781611e-15,28.2013806768394,"CXCL8","C-X-C motif chemokine ligand 8"
"6909","ILMN_1716895",1.1201185865,0.01678695695,11.1680485140901,5.88860909702599e-17,2.49299435512261e-15,28.1950753397734,"RPA3","replication protein A3"
"3723","ILMN_1684732",-1.33305330373333,0.084910535,-11.1657306020284,5.942600274037e-17,2.5110598948426e-15,28.1860028065831,"PDE6A","phosphodiesterase 6A"
"13864","ILMN_1792672",1.00528052696667,0.113114054416667,11.1607862592808,6.05944097981624e-17,2.55556347331261e-15,28.1666481734461,"POLR2D","RNA polymerase II subunit D"
"13529","ILMN_1789001",1.146454539,0.117411632433333,11.1424121768715,6.51428988230614e-17,2.74218229125388e-15,28.0946990420406,"SLC35B2","solute carrier family 35 member B2"
"7480","ILMN_1722798",-1.35497527626667,-0.0656248826666667,-11.1305646542721,6.82565805389872e-17,2.86781057325169e-15,28.0482867461902,"PLCD3","phospholipase C delta 3"
"12151","ILMN_1773063",-1.55596926833333,-0.1628783675,-11.1293774753802,6.85767339271896e-17,2.87581524657991e-15,28.0436351546083,"OSBPL1A","oxysterol binding protein like 1A"
"12059","ILMN_1772123",1.0078948182,0.147088183233333,11.1186607991106,7.15360867842573e-17,2.99425764004144e-15,28.0016381426482,"ACACA","acetyl-CoA carboxylase alpha"
"11714","ILMN_1768705",-1.52933462866667,-0.00970454933333335,-11.1165208422621,7.21422580184439e-17,3.01394322388166e-15,27.9932504611798,"SYT4","synaptotagmin 4"
"14174","ILMN_1796146",-1.11868358503333,-0.0902844334166667,-11.1119951702306,7.34413083702069e-17,3.06244734000878e-15,27.975510171079,"EIF4E3","eukaryotic translation initiation factor 4E family member 3"
"1986","ILMN_1668425",1.25324870826667,0.248432388966667,11.111450384179,7.35992642806896e-17,3.06327594522105e-15,27.9733744989272,"PDCD5","programmed cell death 5"
"6554","ILMN_1713454",-1.07541090433333,-0.119764087833333,-11.1093862429335,7.42008541617121e-17,3.0825313646506e-15,27.9652823485756,"ZNF671","zinc finger protein 671"
"12316","ILMN_1774930",-1.256769628,0.122890249,-11.1029346308112,7.6113281996635e-17,3.15606924824925e-15,27.939986763032,"CDC14A","cell division cycle 14A"
"6059","ILMN_1708107",-2.680619302,0.226272776,-11.0998386705329,7.70485560408812e-17,3.18889023733379e-15,27.927846444632,"DPT","dermatopontin"
"4276","ILMN_1690252",1.057320186,0.0687012033333333,11.0887452848853,8.04958804814381e-17,3.32536426927416e-15,27.8843368326634,"ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"12484","ILMN_1776905",-3.00221817566667,-0.1669931835,-11.0871407420046,8.10071993942205e-17,3.34026712148957e-15,27.8780425003275,"TMEM236","transmembrane protein 236"
"3223","ILMN_1679949",-1.4711764624,-0.1303530362,-11.0818895913613,8.27035624052778e-17,3.40388836437603e-15,27.8574412073715,"SLC25A23","solute carrier family 25 member 23"
"6002","ILMN_1707534",1.113476295,0.124263357833333,11.0734078781228,8.55194415579624e-17,3.51326535467007e-15,27.8241593959979,"NKRF","NFKB repressing factor"
"9998","ILMN_1749006",-1.01796719296667,-0.02694827535,-11.0709685924111,8.63470062512611e-17,3.54070607519034e-15,27.8145863031145,"RCSD1","RCSD domain containing 1"
"11180","ILMN_1762275",1.6549860412,0.270733866333333,11.0703349581498,8.65632927266138e-17,3.54302598864797e-15,27.8120994686614,NA,NA
"12143","ILMN_1772988",1.2722326556,0.2376662409,11.0578934064575,9.0922419391064e-17,3.71459107140214e-15,27.763261011378,"IPO4","importin 4"
"10915","ILMN_1759330",-1.6439786658,0.1129930021,-11.0569089317331,9.12766449673687e-17,3.7222078896252e-15,27.7593958006832,"KIF1A","kinesin family member 1A"
"8355","ILMN_1731434",-0.946154755999999,-0.137290556466667,-11.048223856088,9.44624728154237e-17,3.84505595768323e-15,27.7252921697468,"MTHFR","methylenetetrahydrofolate reductase"
"14869","ILMN_1803997",1.20437272366667,0.0831917755,11.0477195461137,9.4650864934756e-17,3.84566810936378e-15,27.7233116460355,"ENTR1","endosome associated trafficking regulator 1"
"11543","ILMN_1766713",1.7859083728,0.340404058333333,11.0452294657317,9.55866306541998e-17,3.8765883262025e-15,27.7135322075597,"HSPD1","heat shock protein family D (Hsp60) member 1"
"11614","ILMN_1767523",1.62884683713333,0.0427773605666667,11.0400508600246,9.75626812267691e-17,3.94950824878585e-15,27.6931918007337,"IL17RB","interleukin 17 receptor B"
"4532","ILMN_1692742",-0.8358346755,-0.16017948125,-11.0318227238781,1.00787334858829e-16,4.07261609564348e-15,27.6608675094791,"DENND3","DENN domain containing 3"
"3926","ILMN_1686748",0.965138456666666,0.0836958823333333,11.031190178892,1.01039631301976e-16,4.07538760146008e-15,27.658382246895,"TMEM9","transmembrane protein 9"
"12922","ILMN_1781691",-0.933363220533333,0.0312777850333333,-11.0265966116688,1.0289099888257e-16,4.1425297989309e-15,27.6403328637638,"TRAK2","trafficking kinesin protein 2"
"3499","ILMN_1682636",2.3093508642,0.303564580433333,11.0238818321187,1.04001170855831e-16,4.17964125772781e-15,27.6296646728934,"CXCL2","C-X-C motif chemokine ligand 2"
"5243","ILMN_1699471",1.03192708133333,0.1901143875,11.0227054673063,1.04485967494884e-16,4.19153110833004e-15,27.6250416972493,"LIN9","lin-9 DREAM MuvB core complex component"
"4216","ILMN_1689642",0.970161440533333,0.0507232677333333,11.0173649521313,1.06715646362252e-16,4.27324891498231e-15,27.6040522088072,"SSRP1","structure specific recognition protein 1"
"9779","ILMN_1746577",1.27244673013333,0.269407385133333,11.0139312505505,1.08174470137042e-16,4.32386026219846e-15,27.5905553132902,"RAE1","ribonucleic acid export 1"
"2611","ILMN_1673962",1.1617484022,0.198172581566667,10.9889417539348,1.19414170257739e-16,4.7645394838088e-15,27.4922902821389,"NUP205","nucleoporin 205"
"4871","ILMN_1695868",1.0738985099,0.282437040816667,10.9881925645483,1.19768718036748e-16,4.77010635714041e-15,27.4893432363877,"TOMM6","translocase of outer mitochondrial membrane 6"
"2604","ILMN_1673899",1.257012623,0.1770365695,10.9842410429377,1.21656358158012e-16,4.83660331429631e-15,27.4737983463318,"TLCD3A","TLC domain containing 3A"
"7538","ILMN_1723287",-1.09739592833333,-0.0672147745666667,-10.9811041322438,1.23176167541613e-16,4.88826493871761e-15,27.4614568534745,"SLC6A16","solute carrier family 6 member 16"
"6861","ILMN_1716400",1.18193014186667,-0.0092042049,10.9789071369812,1.24251965143301e-16,4.9221528477482e-15,27.4528126210928,"FOXM1","forkhead box M1"
"3084","ILMN_1678775",0.956527143566666,0.102610876116667,10.9779800847136,1.24708746328332e-16,4.92893562117841e-15,27.4491649125156,"NPM1","nucleophosmin 1"
"3085","ILMN_1678775",0.956527143566666,0.102610876116667,10.9779800847136,1.24708746328332e-16,4.92893562117841e-15,27.4491649125156,"CLEC2D","C-type lectin domain family 2 member D"
"8768","ILMN_1736161",1.22416741333333,0.207426884666667,10.977658580055,1.24867554052572e-16,4.92893562117841e-15,27.4478998539944,"CSTF3","cleavage stimulation factor subunit 3"
"7954","ILMN_1727508",1.12328106806667,0.125378243,10.9756061865791,1.2588614718704e-16,4.96031667708224e-15,27.4398238207166,"FTSJ1","FtsJ RNA 2'-O-methyltransferase 1"
"7612","ILMN_1724145",1.10147517766667,0.1452889275,10.9725363535516,1.27425328626928e-16,5.01206292599251e-15,27.4277433821128,"CBX4","chromobox 4"
"14601","ILMN_1801043",-1.80142575923333,0.04397532725,-10.9706576319981,1.2837663229898e-16,5.04054373614259e-15,27.4203497167084,"GSN","gelsolin"
"6928","ILMN_1717005",-1.1828960106,-0.0262386803,-10.9699778842349,1.2872258628308e-16,5.04519762209161e-15,27.4176744913597,"ARHGAP44","Rho GTPase activating protein 44"
"13666","ILMN_1790461",0.954051966133333,0.0486955337333333,10.9597198683839,1.3405879861609e-16,5.24508005026337e-15,27.3772968529823,"UQCC2","ubiquinol-cytochrome c reductase complex assembly factor 2"
"5431","ILMN_1701441",-1.89466843743333,-0.53194954305,-10.9576397906545,1.35167725271556e-16,5.27915636870457e-15,27.3691078632143,"LPAR1","lysophosphatidic acid receptor 1"
"8779","ILMN_1736242",1.57916461646667,0.297171062233333,10.9481150449352,1.40364705598648e-16,5.47249671177576e-15,27.3316042663553,"PLEKHG4","pleckstrin homology and RhoGEF domain containing G4"
"6869","ILMN_1716461",-1.06317689833333,-0.0304119058333333,-10.9440091550773,1.42666620086675e-16,5.552484736847e-15,27.3154343597599,"LGI4","leucine rich repeat LGI family member 4"
"7145","ILMN_1719205",1.32874965666667,0.0121153806666667,10.9422472144767,1.43666049168189e-16,5.58158955297216e-15,27.3084948917556,"FBL","fibrillarin"
"2452","ILMN_1672565",0.844925796599999,0.0857868103666667,10.9147514594245,1.60208275433062e-16,6.21339227658575e-15,27.2001587914376,"TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"9727","ILMN_1745994",-1.50514305803333,-0.213281974683333,-10.9091146118451,1.6382964256233e-16,6.34275181606063e-15,27.1779390574099,"GAS7","growth arrest specific 7"
"8989","ILMN_1738397",1.16866146493333,0.2275954694,10.9074077174045,1.64942402430847e-16,6.37470776224028e-15,27.1712100291445,"IRAK1","interleukin 1 receptor associated kinase 1"
"12256","ILMN_1774336",1.15396403993333,0.0859082671666667,10.9044914566619,1.6686120933426e-16,6.43765055281953e-15,27.1597126416158,"POLE2","DNA polymerase epsilon 2, accessory subunit"
"7857","ILMN_1726703",-1.476143398,-0.110727467666667,-10.903482984935,1.67529968270627e-16,6.452230583534e-15,27.1557365208441,"AHNAK","AHNAK nucleoprotein"
"9038","ILMN_1738681",0.760241890266666,-0.017303721,10.8761762925083,1.8670112813909e-16,7.1781244829074e-15,27.0480328050378,"NUP62","nucleoporin 62"
"11162","ILMN_1762084",-2.40823498453333,0.119961387333333,-10.8737890265415,1.88478701107829e-16,7.23392994009701e-15,27.0386131320631,"DNASE1L3","deoxyribonuclease 1L3"
