"initial_alias","converted_alias","name","description","namespace"
"BCCIP","ENSG00000107949","BCCIP","BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YTHDF1","ENSG00000149658","YTHDF1","YTH N6-methyladenosine RNA binding protein F1 [Source:HGNC Symbol;Acc:HGNC:15867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPOX","ENSG00000080819","CPOX","coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASNSD1","ENSG00000138381","ASNSD1","asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUS7L","ENSG00000129317","PUS7L","pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INTS2","ENSG00000108506","INTS2","integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFAP4","ENSG00000090447","TFAP4","transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL15","ENSG00000137547","MRPL15","mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EI24","ENSG00000149547","EI24","EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC16","ENSG00000130177","CDC16","cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC4","ENSG00000178896","EXOSC4","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IMP4","ENSG00000136718","IMP4","IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPQ","ENSG00000031691","CENPQ","centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCF3","ENSG00000071564","TCF3","transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LSM8","ENSG00000128534","LSM8","LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCTD","ENSG00000129187","DCTD","dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PXYLP1","ENSG00000155893","PXYLP1","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TALDO1","ENSG00000177156","TALDO1","transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT4","ENSG00000168209","DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ORC1","ENSG00000085840","ORC1","origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP12","ENSG00000081721","DUSP12","dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMM23","ENSG00000265354","TIMM23","translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP42","ENSG00000136243","NUP42","nucleoporin 42 [Source:HGNC Symbol;Acc:HGNC:17010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLBP","ENSG00000163950","SLBP","stem-loop histone mRNA binding protein [Source:HGNC Symbol;Acc:HGNC:10904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF621","ENSG00000172888","ZNF621","zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SETD6","ENSG00000103037","SETD6","SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIS18A","ENSG00000159055","MIS18A","MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIB","ENSG00000166794","PPIB","peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF593","ENSG00000142684","ZNF593","zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSI2","ENSG00000153944","MSI2","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATD1","ENSG00000177225","GATD1","glutamine amidotransferase class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPATCH4","ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:25982]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGD","ENSG00000142657","PGD","phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XRCC3","ENSG00000126215","XRCC3","X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP10","ENSG00000166670","MMP10","matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPN1","ENSG00000198522","GPN1","GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFITM2","ENSG00000185201","IFITM2","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SQLE","ENSG00000104549","SQLE","squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF200","ENSG00000010539","ZNF200","zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIF","ENSG00000128342","LIF","LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIPG","ENSG00000101670","LIPG","lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REPIN1","ENSG00000214022","REPIN1","replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF10B","ENSG00000120889","TNFRSF10B","TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFDN6","ENSG00000204220","PFDN6","prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PALS2","ENSG00000105926","PALS2","protein associated with LIN7 2, MAGUK p55 family member [Source:HGNC Symbol;Acc:HGNC:18167]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AZIN1","ENSG00000155096","AZIN1","antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNG","ENSG00000076248","UNG","uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD23A","ENSG00000179262","RAD23A","RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KDELR2","ENSG00000136240","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IPO11","ENSG00000086200","IPO11","importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZDHHC8","ENSG00000099904","ZDHHC8","zinc finger DHHC-type palmitoyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:18474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDDC3","ENSG00000184508","HDDC3","HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KHSRP","ENSG00000088247","KHSRP","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMOX","ENSG00000088826","SMOX","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNSTRN","ENSG00000128944","KNSTRN","kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPEP1","ENSG00000015413","DPEP1","dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBX2","ENSG00000173894","CBX2","chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","ENSG00000141543","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ICA1","ENSG00000003147","ICA1","islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF185","ENSG00000147394","ZNF185","zinc finger protein 185 with LIM domain [Source:HGNC Symbol;Acc:HGNC:12976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REXO4","ENSG00000148300","REXO4","REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTSV","ENSG00000136943","CTSV","cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR1H","ENSG00000066379","POLR1H","RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC43","ENSG00000180329","CCDC43","coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL42","ENSG00000198015","MRPL42","mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1AKMT1","ENSG00000150456","EEF1AKMT1","EEF1A lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX34","ENSG00000134815","DHX34","DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARK7","ENSG00000116288","PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAA16","ENSG00000172766","NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHQ1","ENSG00000144736","SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRMT5","ENSG00000100462","PRMT5","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMBR1","ENSG00000105983","LMBR1","limb development membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FSAF1","None","None","None",""
"FUT8","ENSG00000033170","FUT8","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BHLHE40","ENSG00000134107","BHLHE40","basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGM","ENSG00000143315","PIGM","phosphatidylinositol glycan anchor biosynthesis class M [Source:HGNC Symbol;Acc:HGNC:18858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCCIP","ENSG00000107949","BCCIP","BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCD1","ENSG00000106246","PTCD1","pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MF-PTCD1","ENSG00000248919","ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DRC4","None","None","None",""
"MRPS2","ENSG00000122140","MRPS2","mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAPC4","ENSG00000165684","SNAPC4","small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIL1","ENSG00000137168","PPIL1","peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"SEC22A","ENSG00000121542","SEC22A","SEC22 homolog A, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:20260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRPX2","ENSG00000102359","SRPX2","sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSTO2","ENSG00000065621","GSTO2","glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NONO","ENSG00000147140","NONO","non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLBA1","ENSG00000140104","CLBA1","clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCDIN3D","ENSG00000186666","BCDIN3D","BCDIN3 domain containing RNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:27050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIOK1","ENSG00000124784","RIOK1","RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP3M2","ENSG00000070718","AP3M2","adaptor related protein complex 3 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF680","ENSG00000173041","ZNF680","zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC35B1","ENSG00000121073","SLC35B1","solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUS1L","ENSG00000169718","DUS1L","dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRPD1","ENSG00000167088","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF19","ENSG00000119403","PHF19","PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TGIF2","ENSG00000118707","TGIF2","TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS7","ENSG00000213397","HAUS7","HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THAP12","ENSG00000137492","THAP12","THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAMP2","ENSG00000005893","LAMP2","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERO1A","ENSG00000197930","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL4","ENSG00000174444","RPL4","ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASK","ENSG00000147044","CASK","calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol;Acc:HGNC:1497]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCB","ENSG00000181544","FANCB","FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REXO5","ENSG00000005189","REXO5","RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEX7","ENSG00000112357","PEX7","peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3J","ENSG00000104131","EIF3J","eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMTC4","ENSG00000125247","TMTC4","transmembrane O-mannosyltransferase targeting cadherins 4 [Source:HGNC Symbol;Acc:HGNC:25904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL24","ENSG00000114391","RPL24","ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LCLAT1","ENSG00000172954","LCLAT1","lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HELZ2","ENSG00000130589","HELZ2","helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MCAT","ENSG00000100294","MCAT","malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYEOV","ENSG00000172927","MYEOV","myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPA2B1","ENSG00000122566","HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMP1","ENSG00000102265","TIMP1","TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC9","ENSG00000123737","EXOSC9","exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGN1","ENSG00000205581","HMGN1","high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK2","ENSG00000117650","NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL14","ENSG00000188846","RPL14","ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POP7","ENSG00000172336","POP7","POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL13","ENSG00000172172","MRPL13","mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP39","ENSG00000168883","USP39","ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM136A","ENSG00000035141","FAM136A","family with sequence similarity 136 member A [Source:HGNC Symbol;Acc:HGNC:25911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYG1","ENSG00000139637","MYG1","MYG1 exonuclease [Source:HGNC Symbol;Acc:HGNC:17590]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM5","ENSG00000100297","MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMG3","ENSG00000157778","PSMG3","proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"QDPR","ENSG00000151552","QDPR","quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX27","ENSG00000124228","DDX27","DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPS1","ENSG00000147224","PRPS1","phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JAG2","ENSG00000184916","JAG2","jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHAMP1","ENSG00000198824","CHAMP1","chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL11A1","ENSG00000060718","COL11A1","collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ILF3","ENSG00000129351","ILF3","interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAIM","ENSG00000158234","FAIM","Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGT","ENSG00000124155","PIGT","phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2O","ENSG00000175931","UBE2O","ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POM121","ENSG00000196313","POM121","POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POM121C","ENSG00000272391","POM121C","POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
